company_id,name,link,bse,nse,industry,sector,about
532067,Kilpest India Ltd,kilpest.com,532067,,Pesticides / Agrochemicals - Indian,Agro Chemicals,"Kilpest India Limited is an agri-based company. The Company primarily offers agrochemicals. The Company's agriculture business includes crop protection products and public health products, bio products, micro-nutrients and mix fertilizers."
539524,Dr Lal Pathlabs Ltd,lalpathlabs.com,539524,LALPATHLAB,Healthcare,Healthcare,"Dr. Lal PathLabs is engaged in the business of running laboratories for carrying out pathological investigations of various branches of bio-chemistry, hematology, histopathology, microbiology, electrophoresis, immuno-chemistry, immunology, virology, cytology, and other pathological and radiological investigations."
541096,Bharat Parenterals Ltd,bplindia.in,541096,,Pharmaceuticals - Indian - Formulations,Pharmaceuticals,"Bharat Parenterals is engaged in the Business of Manufacture of pharmaceuticals,chemical and botanical products."
516082,N R Agarwal Industries Ltd,nrail.com,516082,NRAIL,Paper,Paper,NR Agarwal Industries is engaged in the first and leading manufacturers of recycled paper in India and the largest manufacturer of grey back and white back Duplex Boards for over 25 years now and forayed into Writing & Print (W&P) paper.(Source : 201903 Annual Report Page No: 107)
500133,Esab India Ltd,esabindia.com,500133,ESABINDIA,Electrodes - Welding Equipment,Capital Goods-Non Electrical Equipment,Esab India is engaged in the business of fabrication technology.
533655,Triveni Turbine Ltd,triveniturbines.com,533655,TRITURBINE,Electric Equipment,Capital Goods - Electrical Equipment,"Triveni Turbine (TTL) is engaged in the manufacturing of steam turbines and parts thereof. It is also involved in servicing, operation and maintenance of steam turbines."
523465,Ind Bank Housing Ltd,indbankhousing.com,523465,,Finance - Housing,Finance,Ind Bank Housing its providing Housing Loan to the eligible borrowers.
501425,Bombay Burmah Trading Corporation Ltd,bbtcl.com,501425,BBTC,Tea,Plantation & Plantation Products,"Bombay Burmah Trading Corporation is a multi-product and multi-divisional organisation with diverse business interests viz plantations (tea and coffee), auto electric components, healthcare, real estate and weighing products."
539837,Raghav Productivity Enhancers Ltd,rammingmass.com,539837,,Steel - Medium / Small,Steel,"Raghav Productivity Enhancers Limited, formerly Raghav Ramming Mass Limited, is an India-based ramming mass manufacturing company. The Company is engaged in the manufacture of basic metals."
531717,Vidhi Specialty Food Ingredients Ltd,vidhifoodcolours.com,531717,VIDHIING,Dyes And Pigments,Chemicals,Vidhi Specialty Food Ingredients is engaged in the business of manufacturing and trading in synthetic food colors and trading in chemicals.
532156,Vaibhav Global Ltd,vaibhavglobal.com,532156,VAIBHAVGBL,Diamond Cutting / Jewellery,"Diamond, Gems and Jewellery",Vaibhav Global is a deals in fashion jewellery and lifestyle products.
524218,Resonance Specialities Ltd,resonancesl.com,524218,,Chemicals,Chemicals,"Resonance Specialties is engaged in manufacturing of specialties chemicals, such as pyridine and related products."
541143,Bharat Dynamics Ltd,bdl-india.in/,541143,BDL,Engineering,Capital Goods-Non Electrical Equipment,Bharat Dynamics Limited (BDL) designs and manufactures under water guided weapon systems.
524212,Wanbury Ltd,wanbury.com,524212,NSE - BE : WANBURY,Pharmaceuticals - Indian - Bulk Drugs,Pharmaceuticals,"Wanbury is engaged in the business of pharmaceutical and related activities, including research."
526783,Dr Agarwal's Eye Hospital Ltd,dragarwal.com,526783,,Healthcare,Healthcare,Dr Agarwals Eye Hospital is primarily engaged in providing eye care and related services.
532129,Hexaware Technologies Ltd,hexaware.com,532129,HEXAWARE,Computers - Software - Medium / Small,IT - Software,"Hexaware Technologies is engaged in information technology consulting, software development and business process services."
500150,Foseco India Ltd,fosecoindia.com,500150,FOSECOIND,Chemicals,Chemicals,Foseco India is engaged in the manufacture of products used in the metallurgical industry.
537259,Suyog Telematics Ltd,suyogtelematics.co.in,537259,,Transmisson Line Towers / Equipment,Telecomm Equipment & Infra Services,Suyog Telematics is engaged in business of is serving Mobile Telecom Industry as Service provider of Telecommunication Products and Services.
532514,Indraprastha Gas Ltd,iglonline.net,532514,IGL,Miscellaneous,Gas Distribution,"IGL is in the business of City Gas Distribution presently operating in Delhi including adjoining areas of Noida, Greater Noida, Ghaziadbad, Gurugram and Rewari."
543245,Gland Pharma Ltd,glandpharma.com,543245,GLAND,Pharmaceuticals - Indian - Bulk Drugs,Pharmaceuticals,Pharmaceuticals >> Pharmaceuticals - Indian - Bulk Drugs
538787,Goenka Business & Finance Ltd,goenkabusinessfinancelimited.in,538787,,Finance & Investments,Finance,Goenka Business & Finance is engaged in the business of lending. GBFL also accepts loans-advances and offers variety of financial Services to its Customers.
505255,GMM Pfaudler Ltd,gmmpfaudler.com,505255,GMMPFAUDLR,Engineering,Capital Goods-Non Electrical Equipment,"GMM Pfaudler is engaged in the manufacture of corrosion resistant glasslined equipment used primarily in the chemical, pharmaceutical and allied industries. The Company also manufactures flouro-polymer products and other chemical process equipment such as agitated nutsche filters, filter driers, wiped film evaporators and mixing systems.(Source : 201903 Annual Report Page No: 89)"
506285,Bayer CropScience Ltd,bayer.in,506285,BAYERCROP,Pesticides / Agrochemicals - Multinational,Agro Chemicals,"Bayer CropScience is engaged in Agri Care business which primarily includes manufacture, sale and distribution of insecticides, fungicides, herbicide and various other agrochemical products and corn seeds."
532733,Sun TV Network Ltd,suntv.in,532733,SUNTV,Entertainment / Electronic Media Software,Entertainment,Sun TV Network is engaged in producing and broadcasting satellite television and radio software programming in the regional languages of South India.
532977,Bajaj Auto Ltd,bajajauto.com,532977,BAJAJ-AUTO,Automobiles - Scooters And 3 - Wheelers,Automobile,"Bajaj Auto is engaged in the Business of development, manufacturing and distribution of automobiles such as motorcycles, commercial vehicles."
532144,Welspun Corp Ltd,welspuncorp.com,532144,WELCORP,Steel - Medium / Small,Steel,"Welspun Corp is engaged in the business of Production and Coating of High Grade Submerged Arc Welded Pipes, Hot Rolled Steel Plates and Coils."
539542,Lux Industries Ltd,luxinnerwear.com,539542,LUXIND,Textiles - Composite,Textiles,Lux Industries Ltd is primarily engaged in the manufacturing and sales of knitwears.
533155,Jubilant Foodworks Ltd,jubilantfoodworks.com,533155,JUBLFOOD,Food - Processing - MNC,Miscellaneous,Jubilant Foodworks is engaged in the business of Food & Beverage.
531337,Jump Networks Ltd,irismediaworks.net,531337,JUMPNET,Entertainment / Electronic Media Software,Entertainment,"Iris Mediaworks Limited is an India-based integrated media and entertainment company engaged primarily in broadcasting and content development, and its delivery through satellite."
541301,Orient Electric Ltd,orientelectric.com,541301,ORIENTELEC,Domestic Appliances,Consumer Durables,"Orient Electric is primarily engaged in manufacture/purchase and sale of Electrical Consumer Durables, Lighting & Switchgear products.(Source : 201903 Annual Report Page No: 115)"
NSE - SM : REPL,Rudrabhishek Enterprises Ltd,Company website,NSE - SM : REPL,,Construction,Construction,Construction >> Construction
542652,Polycab India Ltd,polycab.com,542652,POLYCAB,Cables - Power,Cables,Polycab India is engaged in the business of Wires & Cables.
NSE - SM : PROLIFE,Prolife Industries Ltd,Company website,NSE - SM : PROLIFE,,Chemicals,Chemicals,"Prolife Industries Limited manufactures chemicals. The Company offers intermediates for dyes, pigments, pharmaceuticals, and agrochemicals. Prolife Industries serves customers worldwide."
542670,Artemis Electricals Ltd,artemiselectricals.com,542670,,Electric Equipment,Capital Goods - Electrical Equipment,Artemis Electricals is engaged in Manufacture & Trading of LED and allied products.
500126,Procter & Gamble Health Ltd,pghealthindia.com,500126,PGHL,Pharmaceuticals - Multinational,Pharmaceuticals,"Merck Limited is engaged in manufacturing and marketing of pharmaceuticals, bulk drugs, fine chemicals and pigments."
534076,Orient Refractories Ltd,orientrefractories.com,534076,ORIENTREF,Refractories / Intermediates,Refractories,Orient Refractories is engaged in the business of Manufacturing of Refractories and Monolithics items and Trading of Refractory items.
542920,Sumitomo Chemical India Ltd,sumichem.co.in,542920,SUMICHEM,Pesticides / Agrochemicals - Indian,Agro Chemicals,Agro Chemicals >> Pesticides / Agrochemicals - Indian
532406,Avantel Ltd,avantel.in,532406,,Telecommunications - Equipment,Telecomm Equipment & Infra Services,"Avantel is a company engaged in manufacturing of wireless front-end, Satellite Communication, Embedded systems, Signal Processing, Network management and Software development and rendering related customer support services, and having an in-house R&D facility at Vishakhapatnam, Andhra Pradesh."
500136,Ester Industries Ltd,esterindustries.com,500136,ESTER,Packaging,Packaging,Ester Industries is a manufacturer of polyester film and engineering plastics.(Source : 201903 Annual Report Page No: 56)
504959,Stovec Industries Ltd,stovec.com,504959,,Textile Machinery,Textiles,"Stovec Industries is engaged in Textile Machinery & Consumables,Graphics Consumables and Galvanic. The Company is a Technology and Market leader in Rotary Screen Printing Industry in India."
530355,Asian Oilfield Services Ltd,asianoilfield.com,530355,,Oil Drilling / Allied Services,Crude Oil & Natural Gas,"Asian Oilfield Services is engaged in the business of oilfield service Company and reservoir imaging company, offering a suite of geophysical services specialising in land and well seismic services and operation and maintenance services for oilfields."
502180,Shree Digvijay Cement Co. Ltd,digvijaycement.com,502180,SHREDIGCEM,Cement - North India,Cement,Shree Digvijay Cement Company's principal business is manufacturing and selling of cement. The Company has one manufacturing facility at Sikka (via Jamnagar) with installed capacity of 10.75 lacs MT per annum. The Company caters mainly to the domestic market.
542684,Prakash Pipes Ltd,prakashplastics.in,542684,PPL,Plastics Products,Plastic products,Prakash Pipes is engaged in the Manufacturing of PVC pipes and Packaging Products.(Source : 201903 Annual Report Page No: 13)
524634,Alufluoride Ltd,alufluoride.com,524634,,Chemicals,Chemicals,Alufluoride is engaged in producing Aluminium Fluoride and related products.
517385,Symphony Ltd,symphonylimited.com,517385,SYMPHONY,Domestic Appliances,Consumer Durables,"Symphony is in the field of residential, commercial and industrial air cooling both in the domestic and international markets."
